name,badge_1,badge_2,mrp,discounted_price,discount,rating,rating_count,link
        by KHADIO,,, ₹1199 ,₹ 483,60% off,,,https://www.limeroad.com/green-linen-khadio-p16017580?imgIdx=3
        by ED,,, ₹1300 ,₹ 787,39% off,,,https://www.limeroad.com/green-cotton-ed-p17033786?imgIdx=3
        by KHADIO,,, ₹1499 ,₹ 522,65% off,,,https://www.limeroad.com/green-cotton-khadio-p17445247?imgIdx=3
        by GESPO, exclusive ,, ₹1199 ,₹ 491,59% off,,,https://www.limeroad.com/multi-cotton-gespo-p17383245?imgIdx=3
        by Ted Harbor,,, ₹1599 ,₹ 788,51% off,,,https://www.limeroad.com/green-cotton-ted-harbor-p17552452?imgIdx=3
        by I Voc,,, ₹1399 ,₹ 579,59% off,,,https://www.limeroad.com/green-cotton-i-voc-p17027025?imgIdx=3
        by Paul Street,,, ₹1575 ,₹ 835,47% off,,,https://www.limeroad.com/black-cotton-paul-street-p17744247?imgIdx=3
        by PLUSS,,, ₹1890 ,₹ 1011,47% off,,,https://www.limeroad.com/blue-cotton-pluss-p17550404?imgIdx=3
        by I Voc,,, ₹1399 ,₹ 595,57% off,,,https://www.limeroad.com/navy-blue-cotton-i-voc-p16739219?imgIdx=3&src_id=fromsearch__0
        by ED hardy,,, ₹2499 ,₹ 1249,50% off,,,https://www.limeroad.com/beige-cotton-ed-hardy-p17739496?imgIdx=3&src_id=fromsearch__0
        by Campus Sutra,,, ₹1499 ,₹ 682,55% off,,,https://www.limeroad.com/blue-cotton-campus-sutra-p15419456?imgIdx=3&src_id=fromsearch__0
        by ZAVLIN,,, ₹1499 ,₹ 649,57% off,,,https://www.limeroad.com/green-cotton-zavlin-p16921427?imgIdx=3&src_id=fromsearch__0
        by ZAVLIN,,, ₹1499 ,₹ 649,57% off,,,https://www.limeroad.com/purple-cotton-zavlin-p16921428?imgIdx=3&src_id=fromsearch__0
        by Callino London,,, ₹1899 ,₹ 1424,25% off,,,https://www.limeroad.com/orange-cotton-callino-london-p17428483?imgIdx=3&src_id=fromsearch__0
        by Red Chief,,, ₹2299 ,₹ 1724,25% off,,,https://www.limeroad.com/blue-cotton-red-chief-p17474885?imgIdx=3&src_id=fromsearch__0
        by Bene Kleed,,, ₹2399 ,₹ 704,71% off,,,https://www.limeroad.com/red-cotton-bene-kleed-p16799821?imgIdx=3&src_id=fromsearch__0
        by Ardyn,,, ₹1199 ,₹ 799,33% off,,,https://www.limeroad.com/beige-cotton-ardyn-p17749551?imgIdx=3&src_id=fromsearch__0
