name,badge_1,badge_2,mrp,discounted_price,discount,rating,rating_count,link
        by A One Handicrafts,,, ₹1600 ,₹ 899,44% off,,,https://www.limeroad.com/White-Cotton-A-One-Handicrafts-p17557309?imgIdx=3
        by Galwiz,,, ₹1499 ,₹ 675,55% off,,,https://www.limeroad.com/olive-poly-crepe-galwiz-p17585523?imgIdx=3
        by Kassually,,, ₹1999 ,₹ 972,51% off,,,https://www.limeroad.com/yellow-poly-georgette-kassually-p16378768?imgIdx=3
        by Style Mill,,, ₹2799 ,₹ 2195,22% off,,,https://www.limeroad.com/Yellow-Georgette-STYLE-MILL-p17674465?imgIdx=3
        by Jeporekurti,,, ₹1599 ,₹ 853,47% off,,,https://www.limeroad.com/green-rayon-jeporekurti-p17282654?imgIdx=3
        by Iti,,, ₹2699 ,₹ 1889,30% off,,,https://www.limeroad.com/blue-georgette-iti-p17776430?imgIdx=3
        by A One Handicrafts,,, ₹1600 ,₹ 899,44% off,,,https://www.limeroad.com/Red-Cotton-A-One-Handicrafts-p17557308?imgIdx=3
        by Jaipur Gallery,,, ₹1599 ,₹ 849,47% off,,,https://www.limeroad.com/black-rayon-jaipur-gallery-p16807957?imgIdx=3
        by PLUSS,,, ₹2199 ,₹ 934,58% off,,,https://www.limeroad.com/black-pluss-p17361917?imgIdx=3&src_id=fromsearch__0
        by Absorbing,,, ₹1999 ,₹ 749,63% off,,,https://www.limeroad.com/white-georgette-absorbing-p16135673?imgIdx=3&src_id=fromsearch__0
        by Ishin,,, ₹2499 ,₹ 1249,50% off,,,https://www.limeroad.com/black-cotton-ishin-p17692084?imgIdx=3&src_id=fromsearch__0
        by A One Handicrafts,,, ₹1299 ,₹ 899,31% off,,,https://www.limeroad.com/Pink-Cotton-A-One-Handicrafts-p17690507?imgIdx=3&src_id=fromsearch__0
        by Mesmora,,, ₹3799 ,₹ 1499,61% off,,,https://www.limeroad.com/green-synthetic-mesmora-p17732935?imgIdx=3&src_id=fromsearch__0
        by oxolloxo,,, ₹2899 ,₹ 1884,35% off,,,https://www.limeroad.com/multi-oxolloxo-p17756167?imgIdx=3&src_id=fromsearch__0
        by Divena,,, ₹2599 ,₹ 1299,50% off,,,https://www.limeroad.com/blue-rayon-divena-p16800842?imgIdx=3&src_id=fromsearch__0
        by Heather Hues,,, ₹1690 ,₹ 942,44% off,,,https://www.limeroad.com/black-heather-hues-p15570082?imgIdx=3&src_id=fromsearch__0
        by Kassually,,, ₹1999 ,₹ 820,59% off,,,https://www.limeroad.com/red-kassually-p16995802?imgIdx=3&src_id=fromsearch__0
        by Marca Disati,,, ₹1399 ,₹ 1049,25% off,,,https://www.limeroad.com/light-blue-cotton-marca-disati-p17778697?imgIdx=3&src_id=fromsearch__0
        by Aks,,, ₹1899 ,₹ 983,48% off,,,https://www.limeroad.com/orange-viscose-aks-p17434574?imgIdx=3&src_id=fromsearch__0
        by Color Cocktail,,, ₹1899 ,₹ 973,49% off,,,https://www.limeroad.com/green-georgette-color-cocktail-p17337070?imgIdx=3&src_id=fromsearch__0
        by Addyvero,,, ₹1899 ,₹ 769,60% off,,,https://www.limeroad.com/maroon-cotton-blend-addyvero-p15806267?imgIdx=3&src_id=fromsearch__0
        by The Vanca,,, ₹1799 ,₹ 827,54% off,,,https://www.limeroad.com/pink-the-vanca-p15574029?imgIdx=3&src_id=fromsearch__0
        by Aks,,, ₹1699 ,₹ 880,48% off,,,https://www.limeroad.com/green-viscose-aks-p17434570?imgIdx=3&src_id=fromsearch__0
        by Yaadleen,,, ₹1699 ,₹ 849,50% off,,,https://www.limeroad.com/brown-yaadleen-p17693214?imgIdx=3&src_id=fromsearch__0
        by mylookup,,, ₹1999 ,₹ 576,71% off,,,https://www.limeroad.com/green-crepe-mylookup-p15705292?imgIdx=3&src_id=fromsearch__0
        by Style Mill,,, ₹3200 ,₹ 2495,22% off,,,https://www.limeroad.com/Pink-Georgette-STYLE-MILL-p17675467?imgIdx=3&src_id=fromsearch__0
        by FOSH,,, ₹1899 ,₹ 949,50% off,,,https://www.limeroad.com/peach-viscose-fosh-p17423170?imgIdx=3&src_id=fromsearch__0
        by oxolloxo,,, ₹1599 ,₹ 386,76% off,,,https://www.limeroad.com/white-viscose-oxolloxo-p16332834?imgIdx=3&src_id=fromsearch__0
        by Peptrends,,, ₹2499 ,₹ 1599,36% off,,,https://www.limeroad.com/solid-black-shirt-collar-belted-dress-peptrends-p1150070?imgIdx=3&src_id=fromsearch__0
        by Ishin,,, ₹3149 ,₹ 1974,37% off,,,https://www.limeroad.com/cream-cotton-ishin-p17692087?imgIdx=3&src_id=fromsearch__0
        by Marie Lucent,,, ₹1195 ,₹ 748,37% off,,,https://www.limeroad.com/multi-poly-crepe-marie-lucent-p17667981?imgIdx=3&src_id=fromsearch__0
        by PLUSS,,, ₹2980 ,₹ 1527,49% off,,,https://www.limeroad.com/blue-viscose-pluss-p17441574?imgIdx=3&src_id=fromsearch__0
        by oxolloxo,,, ₹2499 ,₹ 1000,60% off,,,https://www.limeroad.com/white-oxolloxo-p17715544?imgIdx=3&src_id=fromsearch__0
        by W,,,,₹ 3999,,,,https://www.limeroad.com/multi-cotton-w-p17649409?imgIdx=3&src_id=fromsearch__0
        by Besiva,,, ₹1699 ,₹ 856,50% off,,,https://www.limeroad.com/black-cotton-lycra-besiva-p13861414?imgIdx=3&src_id=fromsearch__0
        by Globus,,, ₹1699 ,₹ 680,60% off,,,https://www.limeroad.com/red-globus-p17264076?imgIdx=3&src_id=fromsearch__0
        by Isam, New ,, ₹2699 ,₹ 1199,56% off,,,https://www.limeroad.com/maroon-isam-p17828932?imgIdx=3&src_id=fromsearch__0
        by Aks,,, ₹1699 ,₹ 1055,38% off,,,https://www.limeroad.com/black-viscose-aks-p17434406?imgIdx=3&src_id=fromsearch__0
        by oxolloxo,,, ₹2299 ,₹ 736,68% off,,,https://www.limeroad.com/white-cotton-oxolloxo-p17715244?imgIdx=3&src_id=fromsearch__0
        by The Vanca,,, ₹1899 ,₹ 868,54% off,,,https://www.limeroad.com/grey-the-vanca-p15852313?imgIdx=3&src_id=fromsearch__0
        by Iti,,, ₹1999 ,₹ 1499,25% off,,,https://www.limeroad.com/pink-georgette-iti-p17776376?imgIdx=3&src_id=fromsearch__0
        by mylookup,,, ₹999 ,₹ 389,61% off,,,https://www.limeroad.com/blue-georgette-mylookup-p15491174?imgIdx=3&src_id=fromsearch__0
        by Aks, New ,, ₹1699 ,₹ 934,45% off,,,https://www.limeroad.com/green-cotton-aks-p17434400?imgIdx=3&src_id=fromsearch__0
        by Cherokee,,, ₹999 ,₹ 849,15% off,,,https://www.limeroad.com/pink-rayon-cherokee-p17580526?imgIdx=3&src_id=fromsearch__0
        by oxolloxo,,, ₹1999 ,₹ 697,65% off,,,https://www.limeroad.com/red-oxolloxo-p17436260?imgIdx=3&src_id=fromsearch__0
        by Anvi Be Yourself,,, ₹3155 ,₹ 946,70% off,,,https://www.limeroad.com/black-chiffon-anvi-be-yourself-p17642068?imgIdx=3&src_id=fromsearch__0
        by Marca Disati, New ,, ₹1399 ,₹ 1049,25% off,,,https://www.limeroad.com/light-blue-cotton-marca-disati-p17783339?imgIdx=3&src_id=fromsearch__0
        by oxolloxo,,, ₹2299 ,₹ 1012,56% off,,,https://www.limeroad.com/black-viscose-oxolloxo-p17715158?imgIdx=3&src_id=fromsearch__0
