name,badge_1,badge_2,mrp,discounted_price,discount,rating,rating_count,link
        Mint Melt Minty Fresh Cooling Facial Cleanser    ,,,,"Sale Price₹ 855,00",,3.3 out of 5 stars,42 reviews ,https://www.elfcosmetics.com/en_IN/mint-melt-minty-fresh-cooling-cleanser/57185.html?cgid=skin-cleanser
        Holy Hydration! Makeup Melting Cleansing Balm    ,,,,"Sale Price₹ 1.068,00",,4.8 out of 5 stars,181 reviews ,https://www.elfcosmetics.com/en_IN/holy-hydration-cleansing-balm/59910.html?cgid=skin-cleanser
        Holy Hydration! Daily Cleanser    ,,,,"Sale Price₹ 641,00",,4.6 out of 5 stars,66 reviews ,https://www.elfcosmetics.com/en_IN/holy-hydration-daily-cleanser/59990.html?cgid=skin-cleanser
        Jelly Pop Watermelon Cleanser    ,,,,"Sale Price₹ 855,00",,4.4 out of 5 stars,74 reviews ,https://www.elfcosmetics.com/en_IN/jelly-pop-watermelon-cleanser/82247.html?cgid=skin-cleanser
        Daily Face Cleanser    ,,,,"Sale Price₹ 428,00",,4.2 out of 5 stars,334 reviews ,https://www.elfcosmetics.com/en_IN/daily-face-cleanser/57088.html?cgid=skin-cleanser
        Bounce Back Jelly Cleanser    ,,,,"Sale Price₹ 641,00",,4.5 out of 5 stars,150 reviews ,https://www.elfcosmetics.com/en_IN/bounce-back-jelly-cleanser/57147.html?cgid=skin-cleanser
        SuperClarify Cleanser    ,           Trending   ,,,"Sale Price₹ 641,00",,4.5 out of 5 stars,133 reviews ,https://www.elfcosmetics.com/en_IN/superclarify-cleanser/82217.html?cgid=skin-cleanser
        Jet Set Hydration Kit    ,             Best 		Sellers 	   ,,,"Sale Price₹ 1.602,00",,4.5 out of 5 stars,163 reviews ,https://www.elfcosmetics.com/en_IN/jet-set-hydration-kit/57418.html?cgid=skin-cleanser
        Exfoliating Scrub    ,,,,"Sale Price₹ 534,00",,4.4 out of 5 stars,71 reviews ,https://www.elfcosmetics.com/en_IN/exfoliating-scrub/57089.html?cgid=skin-cleanser
        Mini Holy Hydration! Daily Cleanser    ,,,,"Sale Price₹ 428,00",,4.0 out of 5 stars,2 reviews ,https://www.elfcosmetics.com/en_IN/mini-holy-hydration-daily-cleanser/57483.html?cgid=skin-cleanser
        Mini SuperClarify Cleanser    ,,,,"Sale Price₹ 428,00",,5.0 out of 5 stars,3 reviews ,https://www.elfcosmetics.com/en_IN/mini-superclarify-cleanser/57458.html?cgid=skin-cleanser
        Supers Mini Trio    ,,,,"Sale Price₹ 1.495,00",,4.7 out of 5 stars,3 reviews ,https://www.elfcosmetics.com/en_IN/supers-mini-trio/59235.html?cgid=skin-cleanser
        Supers Mini Kit    ,,,,"Sale Price₹ 1.602,00",,4.9 out of 5 stars,19 reviews ,https://www.elfcosmetics.com/en_IN/supers-mini-kit/57456.html?cgid=skin-cleanser
        SuperBrighten Peel Pads    ,,,,"Sale Price₹ 1.068,00",,4.8 out of 5 stars,23 reviews ,https://www.elfcosmetics.com/en_IN/superbrighten-peel-pads/59220.html?cgid=skin-cleanser
        Makeup Remover Cleansing Cloths - 2 Pack    ,,,,"Sale Price₹ 641,00",,4.1 out of 5 stars,71 reviews ,https://www.elfcosmetics.com/en_IN/makeup-remover-cleansing-cloths---2-pack/85153.html?cgid=skin-cleanser
        Makeup Remover Cleansing Cloths    ,,,,"Sale Price₹ 428,00",,2.6 out of 5 stars,35 reviews ,https://www.elfcosmetics.com/en_IN/makeup-remover-cleansing-cloths/85008.html?cgid=skin-cleanser
        Cleansing Cloud Duo    ,,,,"Sale Price₹ 641,00",,4.2 out of 5 stars,25 reviews ,https://www.elfcosmetics.com/en_IN/cleansing-cloud-duo/84195.html?cgid=skin-cleanser
        Hydrated Ever After Skincare Mini Kit    ,,,,"Sale Price₹ 2.136,00",,4.7 out of 5 stars,27 reviews ,https://www.elfcosmetics.com/en_IN/hydrated-ever-after/57150.html?cgid=skin-cleanser
        Cleansing Duo Face Brush    ,,,,"Sale Price₹ 1.495,00",,3.8 out of 5 stars,107 reviews ,https://www.elfcosmetics.com/en_IN/cleansing-duo-face-brush/57018.html?cgid=skin-cleanser
        Jelly Poppin' Skincare Set    ,             New   ,,,"Sale Price₹ 1.923,00",,0.0 out of 5 stars, ,https://www.elfcosmetics.com/en_IN/jelly-poppin-skincare-set/57270.html?cgid=skin-cleanser
        Fragrance-Free Cleansing Cloths    ,,,"Original Price₹ 428,00","Sale Price₹ 171,00",,4.1 out of 5 stars,16 reviews ,https://www.elfcosmetics.com/en_IN/fragrance-free-cleansing-cloths/85152.html?cgid=skin-cleanser
